salamandra-root-r1.dat
 0.99948228  0.00000000
 0.99614313 -0.00010297
 0.98605342 -0.00018187
 0.96931791  0.00029267
 0.94638295  0.00169414
 0.91771642  0.00423787
 0.88391631  0.00813003
 0.84575224  0.01341430
 0.80396614  0.01989783
 0.75928045  0.02733735
 0.71294911  0.03548847
 0.66469633  0.04454998
 0.61545124  0.05331002
 0.56562087  0.06137430
 0.51558300  0.06844926
 0.46569657  0.07439384
 0.41639087  0.07911121
 0.36813557  0.08255626
 0.32139987  0.08462241
 0.27664323  0.08523541
 0.23427509  0.08432006
 0.19464506  0.08182504
 0.15805322  0.07775771
 0.12478010  0.07218820
 0.09507667  0.06524394
 0.06917399  0.05706204
 0.04723326  0.04780225
 0.02930636  0.03771285
 0.01546653  0.02722106
 0.00574736  0.01680022
 0.00028368  0.00708852
 0.00000000  0.00000000
 0.00564663 -0.00839319
 0.01684786 -0.01619848
 0.03306098 -0.02377252
 0.05403874 -0.03075295
 0.07955320 -0.03686505
 0.10941610 -0.04188007
 0.14343817 -0.04569825
 0.18137983 -0.04826370
 0.22296070 -0.04962813
 0.26779994 -0.04989787
 0.31544666 -0.04919019
 0.36538992 -0.04762854
 0.41709879 -0.04533131
 0.47000195 -0.04247208
 0.52346826 -0.03919964
 0.57685678 -0.03563377
 0.62950656 -0.03189898
 0.68077645 -0.02814465
 0.73052910 -0.02428763
 0.77709911 -0.02000965
 0.82048236 -0.01607595
 0.86013962 -0.01256583
 0.89558125 -0.00951893
 0.92635723 -0.00693505
 0.95207716 -0.00477670
 0.97241066 -0.00300618
 0.98716650 -0.00150065
 0.99630607 -0.00039971
 0.99948228  0.00000000
