salamandra-r1-y325.dat
 0.99946085  0.00000000
 0.99612158 -0.00011879
 0.98603229 -0.00025855
 0.96929956  0.00009116
 0.94637100  0.00128333
 0.91771537  0.00350505
 0.88393145  0.00694075
 0.84578899  0.01162770
 0.80402920  0.01739053
 0.75937357  0.02401028
 0.71287276  0.03124935
 0.66460224  0.03919636
 0.61533994  0.04686629
 0.56549362  0.05390559
 0.51544165  0.06005448
 0.46554326  0.06519095
 0.41622793  0.06923420
 0.36796549  0.07215387
 0.32122542  0.07386565
 0.27646733  0.07430950
 0.23410087  0.07342525
 0.19447578  0.07117427
 0.15789216  0.06757112
 0.12463047  0.06268478
 0.09494144  0.05663028
 0.06905581  0.04952606
 0.04713445  0.04150513
 0.02922868  0.03277727
 0.01541085  0.02371212
 0.00571354  0.01471497
 0.00027059  0.00639188
 0.00000000  0.00000000
 0.00567027 -0.00627631
 0.01689134 -0.01244427
 0.03312386 -0.01840062
 0.05411957 -0.02386905
 0.07964982 -0.02863623
 0.10952582 -0.03251134
 0.14355808 -0.03541344
 0.18150685 -0.03730278
 0.22309177 -0.03823545
 0.26793219 -0.03831219
 0.31557744 -0.03763724
 0.36551682 -0.03631672
 0.41721969 -0.03445494
 0.47011506 -0.03220126
 0.52357212 -0.02968319
 0.57695024 -0.02699853
 0.62958881 -0.02424005
 0.68084718 -0.02150913
 0.73040090 -0.01871781
 0.77699096 -0.01560330
 0.82039254 -0.01272265
 0.86006593 -0.01012456
 0.89552127 -0.00783084
 0.92630853 -0.00583635
 0.95203752 -0.00411641
 0.97237812 -0.00265263
 0.98713968 -0.00135096
 0.99628324 -0.00036456
 0.99946085  0.00000000
